LEAR_ID,AGENCYNAME,CITY,STATE,ZIPCODE,FIPS,POPSERVED,POPGROUP,FTSWORN,PERS_NEW_WHT,PERS_NEW_BLK,PERS_NEW_HSP,PERS_NEW_IND,PERS_NEW_ASN,PERS_NEW_HAW,PERS_NEW_TWO,PERS_NEW_UNK,PERS_NEW_TOTR,PERS_NEW_MALE,PERS_NEW_FEM,PERS_NEW_TOTS,PERS_WHITE_MALE,PERS_BLACK_MALE,PERS_HISP_MALE,PERS_AMIND_MALE,PERS_ASIAN_MALE,PERS_HAWPI_MALE,PERS_MULTI_MALE,PERS_UNK_MALE,PERS_MALE,PERS_WHITE_FEM,PERS_BLACK_FEM,PERS_HISP_FEM,PERS_AMIND_FEM,PERS_ASIAN_FEM,PERS_HAWPI_FEM,PERS_UNK_FEM,PERS_FEMALE,PERS_CHF_RACE,PERS_SUP_SGT_WH,PERS_SUP_SGT_BK,PERS_SUP_SGT_HS,PERS_SUP_SGT_AI,PERS_SUP_SGT_AS,PERS_SUP_SGT_HA,PERS_SUP_SGT_MUL,PERS_SUP_SGT_UNK,PERS_SUP_SGT_TOTR,PERS_SUP_SGT_MALE,PERS_SUP_SGT_FEM,PERS_SUP_SGT_TOTS,PERS_COLBAR_SWN,PERS_COLBAR_LIM,PERS_COLBAR_NON,NUMCPO,CP_MISSION,CP_PLAN,CP_TRN_NEW,CP_CPACAD,CP_TRN_INSRV,ISSU_ADDR_CP,EQ_AUTH_NECK,EQ_AUTH_CHEM,POL_MAXHRS,POL_MENTILL,POL_INCUSDTH,POL_RACPROF,POL_ACTSHOOT,POL_STFRSK,POL_FOOT,POL_MSCOND,POL_BWC,POL_CULTAW,POL_INV_INJRY,POL_INV_DTH,POL_CCRB,ISSU_ADDR_CRMPREV
634050,CENTRE COUNTY SHERIFF'S OFFICE,BELLEFONTE,PA,16823,42027,161464,4,14,5,0,0,0,0,0,0,0,5,4,1,5,11,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,2,1,1,2,-9,-9,-9,-9,-8,2,-8,1,-9,3,2,-88,2,2,2,2,2,2,2,2,2,2,1,1,2,4
634447,LEHIGHTON BOROUGH POLICE DEPARTMENT,LEHIGHTON,PA,18235,42025,5276,8,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,2,0,2,2,-8,3,0,1,2,-8,2,3,3,-88,-88,2,1,1,1,2,1,1,1,1,2,2,2,2,3
635116,WEATHERLY POLICE DEPARTMENT,WEATHERLY,PA,18255,42025,2444,9,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,-8,-8,3,1,1,-8,2,1,3,-88,-88,2,1,1,1,1,1,1,1,1,2,1,1,2,3
634388,JIM THORPE BOROUGH POLICE DEPARTMENT,JIM THORPE,PA,18229,42025,4607,8,7,1,0,0,0,0,0,0,0,1,1,0,1,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,3,3,7,1,1,-8,2,-9,3,1,-88,1,1,1,1,1,1,1,1,2,2,1,1,2,3
634625,NESQUEHONING BOROUGH POLICE DEPARTMENT,NESQUEHONING,PA,18240,42025,3227,8,5,2,0,0,0,0,0,0,0,2,2,0,2,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-8,-8,0,-8,-9,1,-9,1,3,1,-9,1,1,2,2,1,1,1,1,2,2,1,1,1,3
634506,MAHONING TOWNSHIP POLICE DEPARTMENT,HILLSVILLE,PA,16132,42025,2933,8,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,3,-8,-8,0,2,2,3,2,1,3,-88,-88,1,1,1,1,1,2,1,1,2,2,1,1,2,3
634418,LANCASTER TOWNSHIP POLICE DEPARTMENT,HARMONY,PA,16037,42019,2516,8,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,-8,-8,2,2,2,3,2,3,5,1,-88,1,2,1,1,2,1,2,1,2,2,1,1,2,5
634001,BUFFALO TOWNSHIP POLICE DEPARTMENT,SARVER,PA,16055,42019,7282,8,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,2,0,2,1,-8,-8,0,-8,2,-8,2,3,3,-88,-88,1,2,2,2,2,2,2,2,2,2,1,1,2,3
634239,FALLS TOWNSHIP POLICE DEPARTMENT,FAIRLESS HILLS,PA,19030,42017,33714,6,52,2,0,0,0,0,0,0,0,2,2,0,2,44,1,1,0,0,0,2,0,48,3,0,0,0,0,0,0,4,1,5,0,0,0,0,0,0,0,5,5,0,5,1,-8,1,2,2,2,1,1,3,2,1,2,1,1,1,1,1,1,1,1,2,2,2,1,2,2
633997,BUCKINGHAM TOWNSHIP POLICE DEPARTMENT,BUCKINGHAM,PA,18912,42017,20306,7,21,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,6,6,0,6,1,-8,3,0,1,1,-8,2,2,3,2,2,1,1,2,2,1,2,2,1,2,2,2,1,2,3
634647,NEWTOWN BOROUGH POLICE DEPARTMENT,NEWTOWN,PA,18940,42017,2229,9,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,2,2,0,2,1,-8,-8,4,2,1,3,2,3,3,-88,-88,1,1,2,1,2,2,2,1,2,2,1,1,2,3
635095,WARRINGTON TOWNSHIP POLICE DEPARTMENT,WARRINGTON,PA,18976,42017,24227,7,31,1,0,0,0,0,0,0,0,1,1,0,1,26,0,0,1,1,0,0,0,28,3,0,0,0,0,0,0,3,1,4,0,0,0,0,0,0,0,4,4,0,4,1,-8,3,0,1,1,3,2,2,3,-88,2,1,1,2,1,1,2,2,1,2,2,2,1,2,3
634880,SAYRE BOROUGH POLICE DEPARTMENT,SAYRE,PA,18840,42015,5357,8,11,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-8,1,0,-8,1,-8,2,3,3,-88,1,2,1,1,2,1,1,1,1,2,2,1,1,2,3
635041,TYRONE BOROUGH POLICE DEPARTMENT,TYRONE,PA,16686,42013,5301,8,7,2,0,0,0,0,0,0,0,2,2,0,2,5,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-8,-8,12,1,1,-8,2,-9,3,1,-88,1,2,1,2,1,2,2,1,2,2,1,1,2,3
635184,WOMELSDORF POLICE DEPARTMENT,WOMELSDORF,PA,19567,42011,2855,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,-8,-8,0,2,2,-8,2,3,3,-88,-88,2,2,1,2,2,2,2,1,2,2,1,1,2,3
634833,READING CITY POLICE DEPARTMENT,READING,PA,19601,42011,87575,5,160,0,3,0,0,0,0,0,0,3,-9,-9,3,0,3,0,0,0,0,0,0,3,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-8,3,0,1,1,-9,2,-9,3,-9,-9,1,1,1,1,1,1,1,1,2,1,2,2,1,3
633880,AMITY TOWNSHIP POLICE DEPARTMENT,DOUGLASSVILLE,PA,19518,42011,12874,7,12,1,0,0,0,0,0,1,0,2,1,0,1,12,0,0,0,0,0,1,0,13,1,0,0,0,0,0,0,1,7,4,0,0,0,0,0,0,0,4,3,1,4,1,-8,-8,1,1,1,1,2,1,-9,1,-88,1,1,2,1,1,2,2,1,2,1,2,2,1,-9
634477,LOWER HEIDELBERG TOWNSHIP POLICE DEPARTMENT,SINKING SPRING,PA,19608,42011,6044,8,10,1,0,0,0,0,0,0,0,1,1,0,1,9,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,1,5,2,0,0,0,0,0,0,0,2,2,0,2,1,-8,3,10,1,2,1,2,1,2,-88,-88,1,1,2,2,2,1,1,1,2,2,1,1,2,2
633915,BEDFORD POLICE DEPARTMENT,BEDFORD,PA,15522,42009,2721,8,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-8,-8,0,1,2,-8,2,3,3,-88,2,2,1,1,2,1,1,2,1,1,2,2,1,2,3
634940,SOUTH BEAVER TOWNSHIP POLICE DEPARTMENT,BEAVER FALLS,PA,15010,42007,2644,8,4,2,0,0,0,0,0,0,0,2,2,0,2,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-8,-8,4,1,2,2,2,2,3,-88,1,1,1,1,2,1,1,2,1,2,2,1,1,2,3
634645,NEW SEWICKLEY TOWNSHIP POLICE DEPARTMENT,ROCHESTER,PA,15074,42007,7367,8,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,2,0,2,1,-8,-8,8,1,2,-8,2,2,3,-88,-88,2,1,2,1,2,2,2,2,2,2,1,1,1,1
634631,NEW BRIGHTON BOROUGH POLICE DEPARTMENT,NEW BRIGHTON,PA,15066,42007,5840,8,8,1,0,0,0,0,0,0,0,1,1,0,1,7,1,0,0,0,0,0,0,8,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,3,3,0,2,2,2,2,2,2,-88,-9,2,1,1,1,1,1,1,1,2,1,2,1,1,2
633988,BRIGHTON TOWNSHIP POLICE DEPARTMENT,BEAVER,PA,15009,42007,8369,8,8,3,0,0,0,0,0,0,0,3,3,0,3,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,2,0,2,1,-8,-8,14,1,1,3,2,3,2,-88,-88,1,1,2,1,2,1,2,1,1,2,-9,-9,2,2
633882,APOLLO BOROUGH POLICE DEPARTMENT,APOLLO,PA,15613,42005,1572,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,1,1,-8,2,3,1,-88,-88,1,1,1,1,1,1,1,1,2,2,1,1,1,1
634720,PARKS TOWNSHIP POLICE DEPARTMENT,VANDERGRIFT,PA,15690,42005,2622,8,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,2,-8,-8,0,-8,1,-8,2,2,3,-88,-88,2,1,1,2,2,2,2,1,2,2,1,1,2,3
634209,E FRANKLIN TOWNSHIP POLICE DEPARTMENT,KITTANNING,PA,16201,42005,3939,8,1,2,0,0,0,0,0,0,0,2,2,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,-8,-8,0,-8,2,-8,2,1,4,-88,1,2,1,2,2,2,2,2,2,2,2,1,1,2,3
634204,EDGEWORTH BOROUGH POLICE DEPARTMENT,SEWICKLEY,PA,15143,42003,1649,9,4,1,0,0,0,0,0,0,0,1,10,0,10,10,0,0,0,0,0,0,0,10,-9,-9,-9,-9,-9,-9,-9,-9,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-8,-8,0,1,2,1,2,1,3,-88,-88,1,1,1,1,1,1,2,1,2,2,1,1,2,3
635125,WEST DEER TOWNSHIP POLICE DEPARTMENT,CHESWICK,PA,15024,42003,11902,7,11,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,3,3,0,3,1,-8,1,11,1,1,-8,2,3,3,1,-88,1,1,1,2,1,1,1,1,2,1,1,1,2,2
633892,ASPINWALL BOROUGH POLICE DEPARTMENT,PITTSBURGH,PA,15215,42003,2737,8,6,2,0,0,0,0,0,0,0,2,2,0,2,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,2,-8,-8,0,1,1,1,2,1,3,-88,-88,2,2,2,1,2,2,2,2,2,2,1,1,2,5
634268,FRAZER TOWNSHIP POLICE DEPARTMENT,TARENTUM,PA,15084,42003,1145,9,11,3,1,0,0,0,0,0,0,4,3,1,4,12,1,0,0,0,0,0,0,13,-9,-9,-9,-9,-9,-9,-9,-9,1,1,0,0,0,0,0,0,0,1,1,0,1,2,-8,-8,0,2,2,3,2,3,3,-88,-88,2,1,1,1,1,1,2,1,2,1,1,1,2,3
634794,PITTSBURGH CITY POLICE DEPARTMENT,PITTSBURGH,PA,15233,42003,303625,3,892,104,16,4,0,0,3,0,1,128,106,22,128,652,82,10,1,5,0,0,0,750,108,33,0,0,1,0,0,142,1,80,9,0,0,0,0,0,0,89,77,12,89,2,-8,2,12,1,1,1,1,3,3,-88,1,2,1,1,1,2,1,1,1,1,1,2,2,1,2
633870,ALLEGHENY COUNTY SHERIFF'S OFFICE,PITTSBURGH,PA,15219,42003,1225365,1,160,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,123,13,2,0,1,0,0,0,139,18,3,0,0,0,0,0,21,1,12,1,0,0,0,0,0,0,13,11,2,13,1,-8,2,1,2,2,1,2,3,4,-88,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1
634298,GREEN TREE BOROUGH POLICE DEPARTMENT,PITTSBURGH,PA,15220,42003,4927,8,10,1,0,0,0,0,0,0,0,1,1,0,1,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,-8,-8,0,-8,2,1,2,3,3,-88,-88,2,1,2,1,1,1,2,1,2,1,2,1,2,3
634244,FINDLAY TOWNSHIP POLICE DEPARTMENT,CLINTON,PA,15026,42003,5638,8,14,2,0,0,0,0,0,0,0,2,-9,-9,2,12,0,1,0,0,0,0,0,13,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,2,-9,-9,-9,1,-8,1,1,1,1,1,2,2,1,-88,-88,1,1,1,1,1,1,1,1,2,1,1,1,2,1
634675,NORTH FAYETTE TOWNSHIP POLICE DEPARTMENT,OAKDALE,PA,15071,42003,14554,7,20,3,0,0,0,0,0,0,0,3,3,0,3,21,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,4,3,1,4,1,-8,-8,2,1,2,3,2,3,2,1,-88,1,1,1,1,1,1,1,1,2,1,1,1,2,2
634802,PLUM BOROUGH POLICE DEPARTMENT,PITTSBURGH,PA,15239,42003,27399,6,27,4,0,0,0,0,0,0,0,4,4,0,4,26,0,0,0,0,0,0,0,26,0,0,1,0,0,0,0,1,1,6,0,0,0,0,0,0,0,6,6,0,6,1,-8,2,0,2,2,3,2,3,3,-88,-88,2,2,2,2,1,2,2,2,2,2,1,1,2,3
634186,EAST MCKEESPORT POLICE DEPARTMENT,EAST MCKEESPORT,PA,15035,42003,2088,9,3,6,1,0,0,0,0,0,0,7,7,0,7,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-8,-8,3,1,1,3,2,3,3,-88,-88,2,1,1,1,1,1,1,1,2,2,1,1,2,3
634043,CASTLE SHANNON BOROUGH POLICE DEPARTMENT,CASTLE SHANNON,PA,15234,42003,8228,8,14,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,4,4,0,4,1,-8,3,0,1,2,2,2,2,3,-88,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3
634457,LIBERTY TOWNSHIP POLICE DEPARTMENT,FAIRFIELD,PA,17320,42001,1245,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,-8,-8,0,-8,2,-8,2,3,4,-88,-88,2,2,2,2,1,2,2,2,2,2,1,1,2,3
634834,READING TOWNSHIP POLICE DEPARTMENT,EAST BERLIN,PA,17316,42001,5832,8,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-8,-8,2,-8,2,-8,2,3,3,-88,-88,1,1,2,1,1,1,1,1,2,1,2,2,2,3
634170,EAST BERLIN BOROUGH POLICE DEPARTMENT,EAST BERLIN,PA,17316,42001,1529,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3,-8,-8,0,2,2,-8,2,3,4,-88,-88,2,2,1,1,2,2,2,1,2,2,1,1,2,3
634538,MCSHERRYSTOWN BOROUGH POLICE DEPARTMENT,MC SHERRYSTOWN,PA,17344,42001,3059,8,4,1,0,0,0,0,0,0,0,1,1,0,1,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-8,-8,0,1,1,3,2,3,3,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2
634281,GETTYSBURG BOROUGH POLICE DEPARTMENT,GETTYSBURG,PA,17325,42001,7700,8,9,2,0,0,0,0,0,0,0,2,2,0,2,8,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,2,2,0,2,1,-8,1,0,1,2,3,2,2,3,1,-88,1,1,2,1,2,1,1,1,2,2,2,2,2,3
647856,YAMHILL COUNTY SHERIFF'S OFFICE,MCMINNVILLE,OR,97128,41071,105035,4,65,2,0,0,0,0,0,0,0,2,1,1,2,58,0,0,0,1,1,0,0,60,7,1,0,0,0,0,0,8,1,9,0,0,0,0,1,0,0,10,10,0,10,2,-8,2,0,1,2,1,2,3,3,1,-88,1,1,1,1,1,1,1,1,2,1,2,1,2,3
647732,HILLSBORO POLICE DEPARTMENT,HILLSBORO,OR,97123,41067,105164,4,127,0,0,0,0,0,0,0,0,0,0,0,0,91,0,5,1,5,1,0,1,104,22,0,1,0,0,0,0,23,1,21,0,0,0,0,1,0,0,22,18,4,22,2,-8,2,0,1,2,2,1,2,1,-88,-88,2,1,1,1,1,1,2,1,2,1,1,1,2,1
647673,BEAVERTON POLICE DEPARTMENT,BEAVERTON,OR,97076,41067,97590,5,132,4,0,0,0,1,0,0,0,5,5,0,5,117,1,0,0,4,0,0,0,122,14,0,1,0,0,0,0,15,1,18,0,0,0,0,0,0,0,18,17,1,18,2,1,2,4,1,1,1,1,1,1,-88,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2
647849,WASHINGTON COUNTY SHERIFF'S OFFICE,HILLSBORO,OR,97123,41067,582779,2,402,36,0,1,0,0,0,0,0,37,28,9,37,306,6,11,2,15,0,0,2,342,51,0,6,1,1,0,1,60,1,45,0,2,0,1,0,0,0,48,42,6,48,2,-8,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1
647848,WASCO COUNTY SHERIFF'S OFFICE,THE DALLES,OR,97058,41065,26115,6,17,0,0,0,0,0,1,0,0,1,1,0,1,16,0,0,0,0,1,0,0,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,5,1,2,3,2,3,1,-88,-88,2,1,1,1,1,1,1,1,2,1,1,1,2,3
647837,UMATILLA POLICE DEPARTMENT,UMATILLA,OR,97882,41059,16834,7,10,2,0,0,0,0,0,0,0,2,2,0,2,7,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,1,0,1,2,-8,3,0,1,1,1,2,2,3,-88,-88,2,1,1,1,1,1,1,1,1,1,2,1,2,3
647794,POLK COUNTY SHERIFF'S OFFICE,DALLAS,OR,97338,41053,81823,5,56,6,0,1,1,1,0,0,0,9,7,2,9,6,0,1,1,0,0,0,0,8,0,0,0,0,1,0,0,1,1,9,0,0,6,0,0,0,0,15,8,1,9,1,1,1,0,1,2,2,2,2,2,-88,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2
647796,PORTLAND POLICE BUREAU,PORTLAND,OR,97204,41051,637301,2,881,13,0,1,1,0,0,7,0,22,20,2,22,624,30,27,2,51,1,11,0,746,118,4,7,0,3,0,0,135,1,111,4,4,2,2,0,1,0,124,114,10,124,2,-8,2,82,1,1,1,1,1,2,-88,2,2,1,1,1,2,1,1,1,2,2,2,1,1,1
647736,HUBBARD POLICE DEPARTMENT,HUBBARD,OR,97032,41047,3386,8,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,-8,-8,0,1,1,-9,2,1,3,-9,-9,1,1,1,1,1,1,1,1,2,1,1,1,2,3
647772,MOUNT ANGEL POLICE DEPARTMENT,MOUNT ANGEL,OR,97362,41047,3541,8,7,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,-8,-8,0,1,2,1,2,2,3,-88,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3
647855,WOODBURN POLICE DEPARTMENT,WOODBURN,OR,97071,41047,25590,6,34,1,0,0,0,0,0,0,0,1,1,0,1,25,1,2,0,0,0,0,4,32,2,0,0,0,0,0,0,2,1,4,1,0,0,0,0,0,0,5,5,0,5,2,-8,2,0,1,2,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3
647809,SALEM POLICE DEPARTMENT,SALEM,OR,97301,41047,140693,4,182,13,0,3,0,1,0,0,0,17,17,0,17,161,0,11,0,1,0,0,0,173,9,0,0,0,0,0,0,9,1,39,0,0,0,0,0,0,0,39,38,1,39,2,-8,1,4,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,1,2,1,1,1
647788,OREGON STATE POLICE,SALEM,OR,97317,41047,4093465,1,633,35,0,0,0,1,0,0,0,36,33,3,36,521,6,22,6,12,1,5,0,573,57,1,1,0,0,0,0,60,1,79,3,3,1,3,1,1,0,91,87,4,91,2,-8,2,0,2,2,1,2,2,3,-88,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2
647763,MARION COUNTY SHERIFF'S OFFICE,SALEM,OR,97309,41047,336316,3,92,39,2,0,1,1,0,0,0,43,26,17,43,187,3,6,4,1,0,1,5,207,41,0,5,2,0,0,1,49,1,29,0,0,1,0,0,0,0,30,22,8,30,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2
647760,MALHEUR COUNTY SHERIFF'S OFFICE,VALE,OR,97918,41045,30439,6,19,2,0,2,0,0,0,0,0,4,2,2,4,17,0,1,0,0,0,0,0,18,0,0,1,0,0,0,0,1,1,7,0,1,0,0,0,0,0,8,7,1,8,1,1,1,1,1,1,1,1,2,3,-88,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1
647825,SWEET HOME POLICE DEPARTMENT,SWEET HOME,OR,97386,41043,9418,8,15,2,0,0,0,0,0,0,0,2,2,0,2,13,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,2,2,0,2,1,-8,1,1,1,2,2,1,3,2,1,-88,1,1,1,1,1,1,1,1,1,1,2,1,2,2
647758,LINN COUNTY SHERIFF'S OFFICE,ALBANY,OR,97322,41043,122849,4,78,10,0,0,0,1,0,0,0,11,8,3,11,73,0,0,0,0,0,0,0,73,5,0,0,0,0,0,0,5,1,6,0,0,0,0,0,0,0,6,6,0,6,2,2,2,0,2,2,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2
647777,NEWPORT POLICE DEPARTMENT,NEWPORT,OR,97365,41041,10393,7,20,3,0,0,0,0,0,0,0,3,3,0,3,16,0,0,2,0,1,0,0,19,1,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,5,5,0,5,2,-8,2,1,1,1,1,1,1,3,-88,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3
647831,TOLEDO POLICE DEPARTMENT,TOLEDO,OR,97391,41041,3560,8,7,3,0,0,0,0,0,0,0,3,2,1,3,6,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,2,-8,2,0,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
647754,LANE COUNTY SHERIFF'S OFFICE,EUGENE,OR,97401,41039,369519,3,178,23,0,0,0,0,0,0,2,25,20,5,25,148,1,1,4,0,0,0,4,158,19,0,0,0,0,0,1,20,1,22,0,0,0,0,0,0,0,22,20,2,22,2,-8,2,0,2,2,3,2,3,4,1,2,1,1,1,1,1,1,1,1,2,1,2,1,2,4
647739,JACKSONVILLE POLICE DEPARTMENT,JACKSONVILLE,OR,97530,41029,2898,8,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,-8,1,5,1,1,-8,2,3,5,1,1,1,1,2,1,1,1,1,1,2,1,2,2,2,5
647665,ASHLAND POLICE DEPARTMENT,ASHLAND,OR,97520,41029,21639,7,28,2,0,0,0,0,0,0,0,2,2,0,2,21,2,2,0,0,0,0,0,25,3,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3
647765,MEDFORD POLICE DEPARTMENT,MEDFORD,OR,97501,41029,81636,5,97,76,0,0,0,0,0,0,0,76,3,1,4,59,0,4,0,1,0,0,0,64,16,0,0,0,0,0,0,16,1,12,0,0,0,0,0,0,0,12,10,2,12,1,-8,1,1,1,1,1,1,2,2,-88,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
647735,HOOD RIVER POLICE DEPARTMENT,HOOD RIVER,OR,97031,41027,7702,8,12,2,0,0,0,0,0,0,0,2,2,0,2,10,1,2,1,0,0,0,0,14,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,3,3,0,3,1,-8,3,1,1,2,2,2,2,3,-88,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3
647730,HARNEY COUNTY SHERIFF'S OFFICE,BURNS,OR,97720,41025,7292,8,6,2,0,0,0,0,0,0,0,2,1,1,2,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,6,2,1,1,2,1,2,-88,1,1,2,1,1,1,1,2,1,1,2,1,1,2,2
